unseen_op,mae_norm,nearest_known,dist_affine_0.9x+2,dist_add_1,dist_add_5
add_4,5.302451133728027,affine_0.9x+2,1.0927118062973022,1.6401898860931396,1.6405839920043945
add_6,8.756929397583008,affine_0.9x+2,1.1366459131240845,1.6523219347000122,1.6633579730987549
add_8,12.20824909210205,affine_0.9x+2,1.1247544288635254,1.6152898073196411,1.6338247060775757
