operation,mae_normalised
add_1,0.03534728288650513
add_3,0.012686592526733875
add_5,0.011623444966971874
sub_2,0.013973172754049301
sub_4,0.013037292286753654
mul_2,0.18021178245544434
mul_3,0.06233954057097435
div_2,0.010258520022034645
div_3,0.010309209115803242
sqrt,0.010668965056538582
affine_1.1x+1,0.010483965277671814
affine_0.9x+2,0.014745480380952358
