operation,mae_normalised
add_1,0.004412817303091288
add_3,0.0022490271367132664
add_5,0.0015038339188322425
sub_2,0.008092140778899193
sub_4,0.006901376880705357
mul_2,0.16732080280780792
mul_3,0.06806918978691101
div_2,0.0033144657500088215
div_3,0.00368446740321815
sqrt,0.006405711639672518
affine_1.1x+1,0.0032990574836730957
affine_0.9x+2,0.0031233986373990774
