operation,mae_normalised
add_1,0.04172775521874428
add_3,0.019197044894099236
add_5,0.01431464683264494
sub_2,0.013417992740869522
sub_4,0.011397205293178558
mul_2,0.04848132282495499
mul_3,0.10070009529590607
div_2,0.0011830367147922516
div_3,0.0014880839735269547
sqrt,0.0029430524446070194
affine_1.1x+1,0.014616293832659721
affine_0.9x+2,0.007177071645855904
