operation,steps_01_15,steps_16_30,steps_31_60
add_1,0.07992575317621231,,
add_3,0.0015987753868103027,,
add_5,0.006839142180979252,,
sub_2,0.02325166016817093,,
sub_4,0.009777299128472805,,
mul_2,0.04267296567559242,,
mul_3,0.023618755862116814,,
div_2,0.0034540751948952675,,
div_3,0.002292817924171686,,
sqrt,0.00952961202710867,,
affine_1.1x+1,0.007122135255485773,,
affine_0.9x+2,0.009811252355575562,,
