operation,mae_normalised
add_1,0.04071855545043945
add_3,0.01212069671601057
add_5,0.014848630875349045
sub_2,0.013247495517134666
sub_4,0.01159471832215786
mul_2,0.16921821236610413
mul_3,0.06668706983327866
div_2,0.02093171514570713
div_3,0.007940099574625492
sqrt,0.021243447437882423
affine_1.1x+1,0.012025081552565098
affine_0.9x+2,0.011553521268069744
