operation,steps_01_15,steps_16_30,steps_31_60
add_1,0.007015233859419823,,
add_3,0.001665045041590929,,
add_5,0.0012809733161702752,,
sub_2,0.013866147957742214,,
sub_4,0.0054495977237820625,,
mul_2,0.04261893779039383,,
mul_3,0.02272079326212406,,
div_2,0.002051492454484105,,
div_3,0.002255298662930727,,
sqrt,0.003594140289351344,,
affine_1.1x+1,0.00253887171857059,,
affine_0.9x+2,0.002838887507095933,,
