unseen_op,mae_norm,nearest_known,dist_affine_0.9x+2,dist_add_5,dist_add_3
add_4,5.314098358154297,affine_0.9x+2,1.0145403146743774,1.7170379161834717,1.7207434177398682
add_6,8.89935302734375,affine_0.9x+2,1.1921303272247314,1.8027034997940063,1.8068907260894775
add_8,12.506440162658691,affine_0.9x+2,1.2847168445587158,1.8242536783218384,1.8284779787063599
